Time;Humidity;Atmospheric_Temp;Soil_Temp;Soil_Moisture
2017-06-17 16:00:21+00:00;4.820.272.926.951.610;1.188.350.541.628.950;12,30;57
2017-06-17 17:00:21+00:00;6.510.139.374.221.770;15.643.191.595.600.400;11,17;100
2017-06-17 18:00:21+00:00;1.841.150.098.308.390;13.593.775.998.218.400;1,38;83
2017-06-17 19:00:21+00:00;26.733.565.251.160.100;12.215.187.895.115.100;0,90;100
2017-06-17 20:00:21+00:00;34.979.551.540.447.000;14.567.821.937.652.000;12,10;89
2017-06-17 21:00:21+00:00;46.602.803.781.671.100;12.189.941.599.034.200;0,90;66
2017-06-17 22:00:21+00:00;3.328.844.054.572.140;16.864.808.851.481.600;13,99;100
2017-06-17 23:00:21+00:00;5.522.965.626.439.680;16.964.126.524.877.800;11,47;68
2017-06-18 00:00:21+00:00;26.542.293.027.654.700;1.212.462.315.849.160;1,18;100
2017-06-18 01:00:21+00:00;3.636.012.648.389.090;11.640.740.526.286.900;6,04;100
2017-06-18 02:00:21+00:00;3.610.801.249.609.860;1.334.736.585.608.030;8,81;100
2017-06-18 03:00:21+00:00;12.708.237.129.195.800;14.560.204.354.764.100;14,24;40
2017-06-18 04:00:21+00:00;3.420.891.979.476.500;12.860.825.787.414.800;14,81;85
2017-06-18 05:00:21+00:00;38.511.019.542.301.700;16.062.679.375.613.300;0,12;6
2017-06-18 06:00:21+00:00;1.600.600.591.593.620;14.169.252.950.454.000;14,40;100
2017-06-18 07:00:21+00:00;24.971.160.286.348.900;16.165.284.002.493.700;15,52;100
2017-06-18 08:00:21+00:00;5.991.047.886.325.660;10.802.508.128.845.300;9,46;100
2017-06-18 09:00:21+00:00;2.654.911.897.771.290;12.087.345.337.694.800;8,71;65
2017-06-18 10:00:21+00:00;36.645.489.193.113.700;14.818.549.305.814.500;14,66;86
2017-06-18 11:00:21+00:00;31.612.571.409.125.900;13.653.452.582.874.800;10,55;59
2017-06-18 12:00:21+00:00;27.803.574.968.091.900;13.069.821.300.332.200;1,14;79
2017-06-18 13:00:21+00:00;2.073.386.965.109.910;12.265.668.506.864.200;5,49;82
2017-06-18 14:00:21+00:00;4.011.779.444.766.610;13.735.497.099.067.300;10,18;100
2017-06-18 15:00:21+00:00;22.242.026.867.501.800;1.699.006.209.279.700;12,37;100
2017-06-18 16:00:21+00:00;32.240.171.306.089.300;8.650.873.253.028.450;7,17;100
2017-06-18 17:00:21+00:00;51.447.557.844.864.600;13.156.382.170.364.100;9,90;100
2017-06-18 18:00:21+00:00;24.330.179.901.124.500;13.261.962.188.638.700;0,96;79
2017-06-18 19:00:21+00:00;5.127.393.217.839.240;10.886.899.824.978.000;8,70;100
2017-06-18 20:00:21+00:00;29.866.039.878.711.600;13.146.629.191.792.300;8,97;56
2017-06-18 21:00:21+00:00;3.448.094.005.602.730;9.547.746.205.989.170;4,33;100
2017-06-18 22:00:21+00:00;4.203.256.330.472.610;12.107.829.699.723.400;8,79;95
2017-06-18 23:00:21+00:00;17.770.607.922.532.700;12.873.725.023.784.500;9,85;100
2017-06-19 00:00:21+00:00;4.480.044.192.602.090;13.512.473.577.076.400;12,31;100
2017-06-19 01:00:21+00:00;20.987.518.150.424.300;18.074.310.486.062.500;14,05;100
2017-06-19 02:00:21+00:00;38.653.820.566.876.600;11.545.021.383.549.600;10,02;98
2017-06-19 03:00:21+00:00;21.849.063.701.118.900;10.311.629.393.974.900;6,80;89
2017-06-19 04:00:21+00:00;39.279.750.827.494.000;1.593.200.697.463.370;1,27;94
2017-06-19 05:00:21+00:00;2.204.385.512.369.880;2.697.718.556.603.670;0,00;49
2017-06-19 06:00:21+00:00;28.947.495.078.617.600;1.202.323.139.019.420;0,84;100
2017-06-19 07:00:21+00:00;2.883.734.766.585.060;12.734.983.056.485.000;4,74;60
2017-06-19 08:00:21+00:00;4.300.029.824.044.440;11.241.672.003.383.600;6,61;100
2017-06-19 09:00:21+00:00;5.409.703.803.213.520;13.294.865.532.470.200;8,09;53
2017-06-19 10:00:21+00:00;3.025.849.432.333.660;1.195.174.768.172.900;10,79;100
2017-06-19 11:00:21+00:00;3.276.317.181.777.680;9.300.229.809.933.260;0,81;67
2017-06-19 12:00:21+00:00;25.707.816.146.941.200;15.024.608.350.128.200;14,16;100
2017-06-19 13:00:21+00:00;5.489.036.809.691.330;15.118.557.167.532.800;0,95;100
2017-06-19 14:00:21+00:00;32.920.127.799.981.200;1.112.949.007.789.140;1,05;17
2017-06-19 15:00:21+00:00;42.035.450.774.604.100;12.212.102.989.987.400;0,86;100
2017-06-19 16:00:21+00:00;3.856.775.120.624.450;18.027.937.740.850.300;1,80;17
2017-06-19 17:00:21+00:00;2.474.103.635.340.640;14.613.063.508.213.000;11,33;79
2017-06-19 18:00:21+00:00;4.252.372.726.609.210;13.525.559.832.861.700;14,03;70
2017-06-19 19:00:21+00:00;4.983.360.033.684.410;17.449.091.835.911.800;19,71;61
2017-06-19 20:00:21+00:00;31.413.860.418.089.500;9.590.877.037.138.360;8,52;92
2017-06-19 21:00:21+00:00;4.979.047.164.599.750;8.593.148.762.540.690;10,44;87
2017-06-19 22:00:21+00:00;3.901.999.110.466.050;13.929.997.012.469.900;10,48;68
2017-06-19 23:00:21+00:00;1.953.242.394.587.400;1.556.319.499.747.170;15,07;91
2017-06-20 00:00:21+00:00;57.019.826.636.282.500;9.374.844.334.166.180;50,00;100
2017-06-20 01:00:21+00:00;46.469.398.565.153.400;10.372.187.889.652.500;9,43;52
2017-06-20 02:00:21+00:00;1.844.335.709.758.960;15.449.085.371.986.200;13,37;85
2017-06-20 03:00:21+00:00;24.673.258.448.676.900;10.729.593.084.740.900;8,23;91
2017-06-20 04:00:21+00:00;5.229.626.059.825.100;12.903.564.377.423.000;7,36;75
2017-06-20 05:00:21+00:00;22.759.703.471.383.500;14.034.278.977.537.100;8,51;13
2017-06-20 06:00:21+00:00;1.747.519.243.760.180;15.841.604.781.169.700;14,99;59
2017-06-20 07:00:21+00:00;15.770.408.284.794.900;12.781.645.486.018.900;10,60;7
2017-06-20 08:00:21+00:00;26.521.992.820.552.600;14.719.654.591.138.000;13,72;86
2017-06-20 09:00:21+00:00;4.578.427.965.879.030;10.517.924.130.491.800;50,00;12
2017-06-20 10:00:21+00:00;3.821.974.962.331.950;1.495.370.359.202.650;11,27;100
2017-06-20 11:00:21+00:00;20.240.060.639.187.100;11.320.386.696.809.900;8,34;100
2017-06-20 12:00:21+00:00;33.224.371.431.245.400;10.175.553.955.386.900;4,80;92
2017-06-20 13:00:21+00:00;4.155.433.319.104.770;18.535.325.650.747.600;14,14;78
2017-06-20 14:00:21+00:00;2.278.511.363.466.060;17.964.719.756.958.600;13,74;100
2017-06-20 15:00:21+00:00;33.143.459.997.889.400;13.884.441.186.627.600;11,09;100
2017-06-20 16:00:21+00:00;5.614.144.731.813.620;17.278.463.211.057.800;13,32;100
2017-06-20 17:00:21+00:00;3.672.462.196.582.960;1.273.478.308.939.960;12,91;73
2017-06-20 18:00:21+00:00;5.630.231.478.256.700;13.195.085.593.347.100;9,39;14
2017-06-20 19:00:21+00:00;25.694.709.804.468.600;13.096.790.859.722.700;1,22;100
2017-06-20 20:00:21+00:00;31.013.483.685.692.300;11.309.151.608.488.700;0,96;61
2017-06-20 21:00:21+00:00;5.391.854.207.460.740;78.381.372.078.016.700;6,33;9
2017-06-20 22:00:21+00:00;36.629.587.042.613.000;1.277.470.955.743.720;1,17;100
2017-06-20 23:00:21+00:00;18.594.937.269.047.600;16.684.771.855.929.800;12,67;1
2017-06-21 00:00:21+00:00;61.289.655.872.646.200;14.194.226.147.882.500;10,31;100
2017-06-21 01:00:21+00:00;3.833.372.602.426.950;15.501.160.280.024.500;11,68;77
2017-06-21 02:00:21+00:00;5.919.249.273.924.590;14.478.748.441.796.500;12,00;45
2017-06-21 03:00:21+00:00;27.735.370.330.396.000;11.471.281.603.030.800;50,00;99
2017-06-21 04:00:21+00:00;3.309.227.870.771.610;14.127.281.296.282.500;10,97;90
2017-06-21 05:00:21+00:00;44.499.407.140.037.900;12.718.844.092.198.800;11,56;100
2017-06-21 06:00:21+00:00;545.514.464.027.529;10.947.295.482.532.500;8,71;100
2017-06-21 07:00:21+00:00;4.795.239.339.101.910;1.575.597.218.981.910;12,84;74
2017-06-21 08:00:21+00:00;5.995.907.544.104.420;10.358.400.142.463.000;9,21;100
2017-06-21 09:00:21+00:00;2.716.820.005.710.590;1.192.627.641.726.760;9,72;98
2017-06-21 10:00:21+00:00;3.531.302.532.060.280;18.903.559.699.281.800;11,88;43
2017-06-21 11:00:21+00:00;4.463.822.014.485.270;15.226.940.614.546.200;15,10;29
2017-06-21 12:00:21+00:00;30.755.632.650.447.700;14.119.598.349.316.200;1,65;10
2017-06-21 13:00:21+00:00;326.125.091.386.954;8.252.157.426.564.750;9,65;45
2017-06-21 14:00:21+00:00;38.521.222.192.676.300;13.239.017.664.154.400;10,16;90
2017-06-21 15:00:21+00:00;2.559.844.581.094.280;10.699.848.617.291.600;6,79;100
2017-06-21 16:00:21+00:00;27.294.504.787.508.800;13.335.913.972.715.800;1,37;100
2017-06-21 17:00:21+00:00;3.779.204.224.478.800;13.063.268.916.658.100;10,74;7
2017-06-21 18:00:21+00:00;3.588.424.113.791.630;11.446.807.964.124.000;11,02;75
2017-06-21 19:00:21+00:00;19.546.033.397.087.100;16.369.492.188.270.900;11,11;100
2017-06-21 20:00:21+00:00;3.798.052.103.854.090;15.841.630.131.834.000;13,70;39
2017-06-21 21:00:21+00:00;4.196.736.447.497.460;10.793.438.101.667.700;9,41;100
2017-06-21 22:00:21+00:00;5.164.584.252.920.220;17.343.840.857.678.000;16,64;100
2017-06-21 23:00:21+00:00;36.122.359.367.272.000;10.736.016.183.971.000;10,23;100
2017-06-22 00:00:21+00:00;48.462.921.512.343.600;17.562.586.416.853.700;14,38;52
2017-06-22 01:00:21+00:00;9.828.266.058.429.970;1.301.343.726.982.850;1,42;66
2017-06-22 02:00:21+00:00;35.222.699.640.765.200;12.553.471.584.030.400;9,51;29
2017-06-22 03:00:21+00:00;2.771.905.028.485.360;1.713.750.500.438.280;16,78;79
2017-06-22 04:00:21+00:00;2.939.328.149.356.040;13.126.808.433.656.200;11,63;100
2017-06-22 05:00:21+00:00;39.959.380.883.679.900;1.618.790.227.225.670;14,43;100
2017-06-22 06:00:21+00:00;13.456.715.616.890.200;10.368.500.012.908.700;1,42;5
2017-06-22 07:00:21+00:00;13.915.965.985.900.400;13.594.194.968.844.000;6,59;69
2017-06-22 08:00:21+00:00;4.265.970.902.203.850;14.676.328.851.126.300;8,96;23
2017-06-22 09:00:21+00:00;36.812.936.518.781.500;1.642.759.292.151.900;15,49;100
2017-06-22 10:00:21+00:00;2.551.713.707.422.850;1.525.353.694.117.040;14,03;94
2017-06-22 11:00:21+00:00;52.128.913.102.261.400;13.634.073.019.507.800;11,16;14
2017-06-22 12:00:21+00:00;48.190.948.928.396.300;14.674.126.162.586.600;13,98;87
2017-06-22 13:00:21+00:00;4.069.030.628.332.380;11.759.537.744.852.400;7,17;100
2017-06-22 14:00:21+00:00;17.128.571.785.663.500;14.990.567.382.083.300;15,90;13
2017-06-22 15:00:21+00:00;5.222.312.155.827.960;14.683.930.407.723.400;14,52;100
2017-06-22 16:00:21+00:00;12.047.927.096.500.200;11.638.573.841.091.300;12,68;7
2017-06-22 17:00:21+00:00;211.663.664.636.938;13.823.506.151.572.200;0,08;70
2017-06-22 18:00:21+00:00;4.517.736.349.245.540;15.396.001.870.231.100;14,45;49
2017-06-22 19:00:21+00:00;14.060.176.051.055.200;1.945.395.084.309.580;15,57;60
2017-06-22 20:00:21+00:00;5.202.944.463.528.690;16.401.181.165.058.000;17,90;47
2017-06-22 21:00:21+00:00;5.998.631.679.483.830;14.070.952.567.416.000;11,78;53
2017-06-22 22:00:21+00:00;4.342.841.198.660.850;14.215.571.404.103.600;9,60;96
2017-06-22 23:00:21+00:00;26.254.461.521.815.100;13.172.574.900.915.400;11,71;78
2017-06-23 00:00:21+00:00;18.847.895.293.505.500;13.795.315.147.694.500;7,65;14
2017-06-23 01:00:21+00:00;15.319.567.646.563.400;15.408.427.391.665.900;14,44;100
2017-06-23 02:00:21+00:00;3.867.738.582.257.070;15.348.371.638.517.500;11,43;100
2017-06-23 03:00:21+00:00;3.695.229.774.205.320;13.318.353.119.603.300;10,30;91
2017-06-23 04:00:21+00:00;3.920.760.711.926.190;10.858.015.346.768.000;9,18;100
2017-06-23 05:00:21+00:00;5.366.690.103.892.720;13.005.819.295.481.200;9,78;15
2017-06-23 06:00:21+00:00;46.393.639.419.024.100;11.497.417.774.244.800;1,25;11
2017-06-23 07:00:21+00:00;4.062.278.324.661.900;10.576.018.649.846.000;7,90;76
2017-06-23 08:00:21+00:00;36.197.978.157.513.000;15.001.222.231.047.300;0,13;100
2017-06-23 09:00:21+00:00;22.176.044.558.063.200;14.363.216.925.705.500;1,26;100
2017-06-23 10:00:21+00:00;4.279.865.586.762.300;11.295.859.638.327.900;9,12;59
2017-06-23 11:00:21+00:00;3.892.714.384.569.210;12.737.694.887.210.700;8,61;100
2017-06-23 12:00:21+00:00;4.914.167.421.954.560;14.269.305.474.503.300;6,86;45
2017-06-23 13:00:21+00:00;3.876.279.273.252.150;14.149.972.142.505.000;13,53;100
2017-06-23 14:00:21+00:00;6.564.874.677.284.660;14.590.828.815.361.000;0,96;55
2017-06-23 15:00:21+00:00;5.155.608.666.935.160;1.167.591.237.973.430;13,36;83
2017-06-23 16:00:21+00:00;11.562.301.581.743.300;14.393.687.188.003.300;10,28;86
2017-06-23 17:00:21+00:00;3.866.615.639.022.460;13.409.459.210.382.400;13,27;46
2017-06-23 18:00:21+00:00;510.875.275.884.345;15.397.686.646.113.300;12,58;47
2017-06-23 19:00:21+00:00;2.665.083.822.117.520;16.132.683.292.844.400;1,61;12
2017-06-23 20:00:21+00:00;24.367.903.040.674.100;20.874.117.640.037.800;17,46;76
2017-06-23 21:00:21+00:00;5.580.633.554.956.850;16.702.311.343.188.200;14,32;59
2017-06-23 22:00:21+00:00;2.288.051.272.604.800;13.830.813.543.707.500;8,75;97
2017-06-23 23:00:21+00:00;431.685.677.540.243;13.433.394.269.788.400;12,27;100
2017-06-24 00:00:21+00:00;35.129.824.959.249.600;1.125.443.180.533.790;1,09;33
2017-06-24 01:00:21+00:00;4.536.224.786.095.210;1.131.456.198.680.720;9,40;29
2017-06-24 02:00:21+00:00;27.930.849.562.594.800;14.183.873.733.584.400;1,35;7
2017-06-24 03:00:21+00:00;26.747.594.850.204.400;14.259.086.984.661.600;12,23;100
2017-06-24 04:00:21+00:00;4.716.578.237.065.330;20.018.022.275.104.100;18,44;73
2017-06-24 05:00:21+00:00;5.662.633.288.959.840;11.759.628.077.911.300;9,65;10
